lsms_id,country,cluster_id,year,lat,lon,asset_index,n
mw_21081573_2010,mw,21081573,2010,-13.8938999176025,33.7871017456055,0.733797507501946,6
mw_21081573_2016,mw,21081573,2016,-13.8938999176025,33.7871017456055,1.273581464747414,6
mw_21086069_2010,mw,21086069,2010,-13.9530000686646,33.717399597168,-1.176066611851527,7
mw_21086069_2016,mw,21086069,2016,-13.9530000686646,33.717399597168,-1.333447861628207,7
mw_21086436_2010,mw,21086436,2010,-13.9554004669189,33.7285995483398,-0.6510512763057582,10
mw_21086436_2016,mw,21086436,2016,-13.9554004669189,33.7285995483398,-0.8224692943868457,10
mw_30101280_2010,mw,30101280,2010,-14.4265003204346,35.2575988769531,-1.4611062049627772,12
mw_30101280_2016,mw,30101280,2016,-14.4265003204346,35.2575988769531,-1.2318167750729077,12
mw_30101545_2010,mw,30101545,2010,-14.5243997573853,35.0887985229492,-1.4649302381216651,13
mw_30101545_2016,mw,30101545,2016,-14.5243997573853,35.0887985229492,-1.2726803344547877,13
mw_30103074_2010,mw,30103074,2010,-14.479100227356,34.8261985778809,-1.16113215475082,12
mw_30103074_2016,mw,30103074,2016,-14.479100227356,34.8261985778809,-0.991644326459433,12
mw_30104708_2010,mw,30104708,2010,-14.3252000808716,35.4254989624023,-1.238248354018435,12
mw_30104708_2016,mw,30104708,2016,-14.3252000808716,35.4254989624023,-0.8657422121736366,12
mw_30105325_2010,mw,30105325,2010,-14.4912004470825,35.6063003540039,-1.1832072887179845,11
mw_30105325_2016,mw,30105325,2016,-14.4912004470825,35.6063003540039,-0.9689533678379018,11
mw_30107624_2010,mw,30107624,2010,-14.1065998077393,35.4117012023926,-1.5084415282066548,12
mw_30107624_2016,mw,30107624,2016,-14.1065998077393,35.4117012023926,-1.5990444497725118,12
mw_30109724_2010,mw,30109724,2010,-14.1403999328613,35.2154006958008,-1.6083018406627878,12
mw_30109724_2016,mw,30109724,2016,-14.1403999328613,35.2154006958008,-1.0407042215022186,12
mw_30202252_2010,mw,30202252,2010,-15.1750001907349,35.3381004333496,-0.9240862312988092,15
mw_30202252_2016,mw,30202252,2016,-15.1750001907349,35.3381004333496,-0.6020350572368718,15
mw_30208396_2010,mw,30208396,2010,-14.7074003219604,35.8067016601563,-1.3467755807631112,13
mw_30208396_2016,mw,30208396,2016,-14.7074003219604,35.8067016601563,-1.0147883458735147,13
mw_30212307_2010,mw,30212307,2010,-14.6998996734619,35.6080017089844,-1.397981091756627,14
mw_30212307_2016,mw,30212307,2016,-14.6998996734619,35.6080017089844,-1.2740241951790974,14
mw_30302601_2010,mw,30302601,2010,-15.4882001876831,35.556999206543,-1.21636837067232,12
mw_30302601_2016,mw,30302601,2016,-15.4882001876831,35.556999206543,-1.1121098054205247,12
mw_30305082_2010,mw,30305082,2010,-15.5698003768921,35.4255981445313,-0.6974407538230224,12
mw_30305082_2016,mw,30305082,2016,-15.5698003768921,35.4255981445313,-0.772689779128735,12
mw_30305580_2010,mw,30305580,2010,-15.6473999023438,35.3431015014648,-1.195381275064535,13
mw_30305580_2016,mw,30305580,2016,-15.6473999023438,35.3431015014648,-1.239467518375664,13
mw_30306555_2010,mw,30306555,2010,-15.4626998901367,35.1595001220703,-0.9818173238461912,14
mw_30306555_2016,mw,30306555,2016,-15.4626998901367,35.1595001220703,-0.7842216066979272,14
mw_30403444_2010,mw,30403444,2010,-15.8295001983643,35.2617988586426,-1.0104293945176257,11
mw_30403444_2016,mw,30403444,2016,-15.8295001983643,35.2617988586426,-0.5972615845292049,11
mw_30406710_2010,mw,30406710,2010,-15.601300239563,35.2403984069824,-1.1034827887737435,12
mw_30406710_2016,mw,30406710,2016,-15.601300239563,35.2403984069824,-0.9101352186126592,12
mw_30501383_2010,mw,30501383,2010,-15.6555995941162,35.0183982849121,-1.0811175531910773,11
mw_30501383_2016,mw,30501383,2016,-15.6555995941162,35.0183982849121,-0.7296389692762532,11
mw_30504518_2010,mw,30504518,2010,-15.7088003158569,34.8301010131836,-1.156259939651733,11
mw_30504518_2016,mw,30504518,2016,-15.7088003158569,34.8301010131836,-0.85531146830591,11
mw_30602235_2010,mw,30602235,2010,-15.7370004653931,34.3852005004883,-1.4834799843579707,14
mw_30602235_2016,mw,30602235,2016,-15.7370004653931,34.3852005004883,-0.7486760936268831,14
mw_30620196_2010,mw,30620196,2010,-15.6057996749878,34.5183982849121,0.7452490937381413,8
mw_30620196_2016,mw,30620196,2016,-15.6057996749878,34.5183982849121,1.7158072135156957,8
mw_30704313_2010,mw,30704313,2010,-16.1982002258301,35.1580009460449,-0.9949926431315155,13
mw_30704313_2016,mw,30704313,2016,-16.1982002258301,35.1580009460449,-0.9775074716143672,13
mw_30705391_2010,mw,30705391,2010,-16.0879993438721,35.0680999755859,-0.4124413684081954,5
mw_30705391_2016,mw,30705391,2016,-16.0879993438721,35.0680999755859,-0.12677192447629831,5
mw_30708665_2010,mw,30708665,2010,-16.0578994750977,35.236198425293,-0.5250869539995816,9
mw_30708665_2016,mw,30708665,2016,-16.0578994750977,35.236198425293,-0.4843047101042551,9
mw_30709438_2010,mw,30709438,2010,-15.9498996734619,35.1136016845703,-0.6839029355954278,11
mw_30709438_2016,mw,30709438,2016,-15.9498996734619,35.1136016845703,-0.6988781862602791,11
mw_30801672_2010,mw,30801672,2010,-16.1133995056152,35.4091987609863,-1.3252171884617854,15
mw_30801672_2016,mw,30801672,2016,-16.1133995056152,35.4091987609863,-1.4115762929015574,15
mw_30801679_2010,mw,30801679,2010,-16.0832004547119,35.5824012756348,-1.2989665686323042,14
mw_30801679_2016,mw,30801679,2016,-16.0832004547119,35.5824012756348,-1.0171161061227945,14
mw_30803115_2010,mw,30803115,2010,-16.0375003814697,35.3544998168945,-1.2778174668151703,13
mw_30803115_2016,mw,30803115,2016,-16.0375003814697,35.3544998168945,-1.1320554999094465,13
mw_30806611_2010,mw,30806611,2010,-15.8283996582031,35.353199005127,-1.1721678256175883,13
mw_30806611_2016,mw,30806611,2016,-15.8283996582031,35.353199005127,-1.3459855306395911,13
mw_30901054_2010,mw,30901054,2010,-15.5762996673584,35.5518989562988,-0.9542720935386099,12
mw_30901054_2016,mw,30901054,2016,-15.5762996673584,35.5518989562988,-0.8065512172648845,12
mw_30901475_2010,mw,30901475,2010,-15.6688995361328,35.5890007019043,-1.4559795733057839,14
mw_30901475_2016,mw,30901475,2016,-15.6688995361328,35.5890007019043,-1.3699201562295003,14
mw_31001749_2010,mw,31001749,2010,-16.6000003814697,34.9673004150391,-1.3885809639649853,13
mw_31001749_2016,mw,31001749,2016,-16.6000003814697,34.9673004150391,-0.642413341339546,13
mw_31002169_2010,mw,31002169,2010,-16.2668991088867,34.8951988220215,-0.5840882316930437,7
mw_31002169_2016,mw,31002169,2016,-16.2668991088867,34.8951988220215,-0.12968915346029083,7
mw_31004312_2010,mw,31004312,2010,-16.0203990936279,34.9201011657715,-1.492368715092965,10
mw_31004312_2016,mw,31004312,2016,-16.0203990936279,34.9201011657715,-1.2058692292458446,10
mw_31108703_2010,mw,31108703,2010,-16.9855003356934,35.2499008178711,-1.884238480864492,4
mw_31108703_2016,mw,31108703,2016,-16.9855003356934,35.2499008178711,-1.7673045535698526,4
mw_31201007_2010,mw,31201007,2010,-14.9258003234863,35.0164985656738,-0.7356270179332686,13
mw_31201007_2016,mw,31201007,2016,-14.9258003234863,35.0164985656738,-1.1242553099770183,13
mw_31201104_2010,mw,31201104,2010,-15.0705995559692,35.1703987121582,-1.0799479984385993,12
mw_31201104_2016,mw,31201104,2016,-15.0705995559692,35.1703987121582,-1.0793100506199063,12
mw_31201516_2010,mw,31201516,2010,-14.9533004760742,34.9544982910156,-1.3541866511602367,13
mw_31201516_2016,mw,31201516,2016,-14.9533004760742,34.9544982910156,-1.1472942762756426,13
mw_31435120_2010,mw,31435120,2010,-15.3787002563477,35.342098236084,0.05252352569761991,7
mw_31435120_2016,mw,31435120,2016,-15.3787002563477,35.342098236084,0.09763623791860056,7
mw_31435753_2010,mw,31435753,2010,-15.3736000061035,35.3643989562988,0.03538821596202628,4
mw_31435753_2016,mw,31435753,2016,-15.3736000061035,35.3643989562988,0.32218879329483263,4
mw_31439102_2010,mw,31439102,2010,-15.3992004394531,35.3184013366699,1.2713633399267983,6
mw_31439102_2016,mw,31439102,2016,-15.3992004394531,35.3184013366699,1.4722381277415562,6
mw_31441389_2010,mw,31441389,2010,-15.3990001678467,35.320499420166,0.9783615417131367,6
mw_31441389_2016,mw,31441389,2016,-15.3990001678467,35.320499420166,1.7330996112229788,6
mw_31443270_2010,mw,31443270,2010,-15.4041996002197,35.3314018249512,0.3750736251351768,11
mw_31443270_2016,mw,31443270,2016,-15.4041996002197,35.3314018249512,0.2418556868199284,11
mw_31532674_2010,mw,31532674,2010,-15.7307996749878,35.0713005065918,-0.04669768844568197,11
mw_31532674_2016,mw,31532674,2016,-15.7307996749878,35.0713005065918,0.7357257564904977,11
mw_31536118_2010,mw,31536118,2010,-15.7776002883911,35.0401992797852,1.3020913773631095,10
mw_31536118_2016,mw,31536118,2016,-15.7776002883911,35.0401992797852,0.8561844535812866,10
mw_31539670_2010,mw,31539670,2010,-15.7694997787476,34.996898651123,0.3735486080920785,6
mw_31539670_2016,mw,31539670,2016,-15.7694997787476,34.996898651123,1.1086865114371849,6
mw_31546760_2010,mw,31546760,2010,-15.8233995437622,35.0885009765625,0.1718669658880106,6
mw_31546760_2016,mw,31546760,2016,-15.8233995437622,35.0885009765625,1.2240668798890086,6
mw_31550254_2010,mw,31550254,2010,-15.8086004257202,35.057201385498,3.0925832652962915,11
mw_31550254_2016,mw,31550254,2016,-15.8086004257202,35.057201385498,2.8454947502022705,11
mw_31555614_2010,mw,31555614,2010,-15.8551998138428,35.0736999511719,-0.5134925510354346,9
mw_31555614_2016,mw,31555614,2016,-15.8551998138428,35.0736999511719,0.07952824010081154,9
ng_12222012422_2010,ng,12222012422,2010,7.59186884135,6.23380199293,0.961593666399964,6
ng_12222012422_2015,ng,12222012422,2015,7.59186884135,6.23380199293,0.8723097432149474,6
ng_12222032266_2010,ng,12222032266,2010,7.54357282967,7.61435948,0.6930107049083991,8
ng_12222032266_2015,ng,12222032266,2015,7.54357282967,7.61435948,0.3858435320689333,8
ng_12222032530_2010,ng,12222032530,2010,7.48888422073,7.65083462038,0.26445743488776474,7
ng_12222032530_2015,ng,12222032530,2015,7.48888422073,7.65083462038,0.46103111398467117,7
ng_122220522432_2010,ng,122220522432,2010,7.45896346014,7.26950147266,1.9136242420152774,8
ng_122220522432_2015,ng,122220522432,2015,7.45896346014,7.26950147266,2.098028030577185,8
ng_12222052664_2010,ng,12222052664,2010,7.65536420745,7.28227086573,0.5438696359194932,6
ng_12222052664_2015,ng,12222052664,2015,7.65536420745,7.28227086573,0.46404571495603275,6
ng_12222091792_2010,ng,12222091792,2010,7.98061020934,5.98696096111,2.130851609907141,9
ng_12222091792_2015,ng,12222091792,2015,7.98061020934,5.98696096111,2.1706974580032496,9
ng_12222111806_2010,ng,12222111806,2010,8.08520331136,6.79746807593,1.2694473317672244,8
ng_12222111806_2015,ng,12222111806,2015,8.08520331136,6.79746807593,1.32814459183127,8
ng_12222112594_2010,ng,12222112594,2010,8.1719087494,6.9180044512,0.5013525210218212,9
ng_12222112594_2015,ng,12222112594,2015,8.1719087494,6.9180044512,0.8317154852335289,9
ng_122221421354_2010,ng,122221421354,2010,7.23891062262,7.23659197226,0.34453499638908236,6
ng_122221421354_2015,ng,122221421354,2015,7.23891062262,7.23659197226,-0.03764883880750713,6
ng_12222161428_2010,ng,12222161428,2010,7.58372905586,6.18160726881,1.7108847749151836,6
ng_12222161428_2015,ng,12222161428,2015,7.58372905586,6.18160726881,1.6489675856753063,6
ng_12222182596_2010,ng,12222182596,2010,7.22467705161,7.71568738461,-0.7838945403302678,7
ng_12222182596_2015,ng,12222182596,2015,7.22467705161,7.71568738461,-0.12395811301502513,7
ng_122222011296_2010,ng,122222011296,2010,7.91724465814,5.77211251871,1.1011894151795956,8
ng_122222011296_2015,ng,122222011296,2015,7.91724465814,5.77211251871,0.5520113130649088,8
ng_123230221982_2010,ng,123230221982,2010,9.05858899668,3.55032088937,-0.12733408466359591,7
ng_123230221982_2015,ng,123230221982,2015,9.05858899668,3.55032088937,0.11386349205463295,7
ng_123230322348_2010,ng,123230322348,2010,8.88737925291,5.46631081881,1.1900696831810889,10
ng_123230322348_2015,ng,123230322348,2015,8.88737925291,5.46631081881,2.6885078937768774,10
ng_12323042322_2010,ng,12323042322,2010,8.10138618274,5.24942505029,1.7827024588431661,9
ng_12323042322_2015,ng,12323042322,2015,8.10138618274,5.24942505029,2.611480726546756,9
ng_12323061970_2010,ng,12323061970,2010,8.50186911091,4.54915612745,1.0703299751966335,8
ng_12323061970_2015,ng,12323061970,2015,8.50186911091,4.54915612745,2.2804158308461,8
ng_123230712316_2010,ng,123230712316,2010,8.4870992479,4.55536125312,2.084972748629177,8
ng_123230712316_2015,ng,123230712316,2015,8.4870992479,4.55536125312,2.1941043831019864,8
ng_1232307178_2010,ng,1232307178,2010,8.50554868677,4.48776953432,1.7669395225914795,7
ng_1232307178_2015,ng,1232307178,2015,8.50554868677,4.48776953432,1.9158550619870724,7
ng_123230815180_2010,ng,123230815180,2010,8.43075126585,4.57397047246,2.1031216398965222,9
ng_123230815180_2015,ng,123230815180,2015,8.43075126585,4.57397047246,2.28727862042662,9
ng_12323081556_2010,ng,12323081556,2010,8.51069505625,4.53522167642,1.8862418920629878,9
ng_12323081556_2015,ng,12323081556,2015,8.51069505625,4.53522167642,1.9095273497976608,9
ng_12323092998_2010,ng,12323092998,2010,8.16654935232,4.98359605739,-0.9962188633358766,6
ng_12323092998_2015,ng,12323092998,2015,8.16654935232,4.98359605739,-0.29538620906733326,6
ng_12323112516_2010,ng,12323112516,2010,9.64548319786,3.95106637041,1.8074982596853308,5
ng_12323112516_2015,ng,12323112516,2015,9.64548319786,3.95106637041,1.4199185480818304,5
ng_12323152924_2010,ng,12323152924,2010,8.18442915554,4.73393810378,1.722277891740332,10
ng_12323152924_2015,ng,12323152924,2015,8.18442915554,4.73393810378,2.038306919226969,10
ng_12323161140_2010,ng,12323161140,2010,8.74567656938,5.60812372908,1.2918128058746272,9
ng_12323161140_2015,ng,12323161140,2015,8.74567656938,5.60812372908,1.4391581064797583,9
ng_12525042222_2010,ng,12525042222,2010,9.29200984861,7.84289110421,1.4619449134557558,9
ng_12525042222_2015,ng,12525042222,2015,9.29200984861,7.84289110421,2.601024800348528,9
ng_12525072814_2010,ng,12525072814,2010,8.6125691508,8.11639579557,-0.1898123742353654,5
ng_12525072814_2015,ng,12525072814,2015,8.6125691508,8.11639579557,-0.2900837995434127,5
ng_125250812788_2010,ng,125250812788,2010,8.47932345503,8.51633676412,0.7085904181320268,9
ng_125250812788_2015,ng,125250812788,2015,8.47932345503,8.51633676412,1.3088868934979057,9
ng_12525092248_2010,ng,12525092248,2010,8.52688744438,7.55123763782,0.22870992047019587,9
ng_12525092248_2015,ng,12525092248,2015,8.52688744438,7.55123763782,0.34786299695750267,9
ng_125251121424_2010,ng,125251121424,2010,8.30851254193,9.00809627385,1.2886588652250328,6
ng_125251121424_2015,ng,125251121424,2015,8.30851254193,9.00809627385,2.333218181637009,6
ng_12525132128_2010,ng,12525132128,2010,9.13802780288,8.75076675726,0.5051394283051672,4
ng_12525132128_2015,ng,12525132128,2015,9.13802780288,8.75076675726,0.3635376877820692,4
ng_12626012822_2010,ng,12626012822,2010,9.03735536248,6.39690707898,2.135344824859428,8
ng_12626012822_2015,ng,12626012822,2015,9.03735536248,6.39690707898,2.377587468895252,8
ng_126260311786_2010,ng,126260311786,2010,9.0597890184,5.99411675023,2.494655507131287,10
ng_126260311786_2015,ng,126260311786,2015,9.0597890184,5.99411675023,3.235943377110032,10
ng_12626031658_2010,ng,12626031658,2010,9.09237769678,6.01558817301,2.301492284058718,8
ng_12626031658_2015,ng,12626031658,2015,9.09237769678,6.01558817301,2.5033418553783506,8
ng_12626052594_2010,ng,12626052594,2010,9.63134879803,6.37927524336,0.9780919105016511,10
ng_12626052594_2015,ng,12626052594,2015,9.63134879803,6.37927524336,1.2732631464726711,10
ng_12626061516_2010,ng,12626061516,2010,9.56832974155,6.54962621335,2.1970191713452873,7
ng_12626061516_2015,ng,12626061516,2015,9.56832974155,6.54962621335,3.0715273460431303,7
ng_12626082820_2010,ng,12626082820,2010,9.07087001397,5.82079810028,1.5181642833490616,10
ng_12626082820_2015,ng,12626082820,2015,9.07087001397,5.82079810028,2.3039295401261457,10
ng_12626112424_2010,ng,12626112424,2010,10.4307765955,5.55735774683,0.4630577301521572,9
ng_12626112424_2015,ng,12626112424,2015,10.4307765955,5.55735774683,0.8229800895997347,9
ng_126261321462_2010,ng,126261321462,2010,9.22770474161,5.69804736716,1.8827002462434321,10
ng_126261321462_2015,ng,126261321462,2015,9.22770474161,5.69804736716,2.4658303405964017,10
ng_126261322248_2010,ng,126261322248,2010,8.91239725593,6.07976381781,-0.12464553538236693,8
ng_126261322248_2015,ng,126261322248,2015,8.91239725593,6.07976381781,0.5042167061370555,8
ng_126261522178_2010,ng,126261522178,2010,10.8857336676,5.862466598,-0.18360460578072715,6
ng_126261522178_2015,ng,126261522178,2015,10.8857336676,5.862466598,-1.012807974181374,6
ng_126261522196_2010,ng,126261522196,2010,10.9169051641,5.84286840951,-0.5951659911171508,10
ng_126261522196_2015,ng,126261522196,2015,10.9169051641,5.84286840951,-0.7883133275412734,10
ng_12626162254_2010,ng,12626162254,2010,9.73166283937,5.79716501338,-0.3582540218600521,10
ng_12626162254_2015,ng,12626162254,2015,9.73166283937,5.79716501338,0.5858355540855938,10
ng_126261821276_2010,ng,126261821276,2010,9.63716058302,6.92210173525,0.93656521401254,5
ng_126261821276_2015,ng,126261821276,2015,9.63716058302,6.92210173525,1.4033881183519599,5
ng_12626182494_2010,ng,12626182494,2010,9.66487825141,6.87359352803,1.248503836472594,6
ng_12626182494_2015,ng,12626182494,2015,9.66487825141,6.87359352803,1.7155675923619413,6
ng_12626211940_2010,ng,12626211940,2010,11.1017295472,5.2633283335,1.9090984567375922,10
ng_12626211940_2015,ng,12626211940,2015,11.1017295472,5.2633283335,2.65484684665889,10
ng_12626212100_2010,ng,12626212100,2010,11.293493688,4.78194366032,-1.1559462000162692,4
ng_12626212100_2015,ng,12626212100,2015,11.293493688,4.78194366032,-1.6973266987652813,4
ng_126262321688_2010,ng,126262321688,2010,9.19954661318,7.2099953419,3.264632148935244,10
ng_126262321688_2015,ng,126262321688,2015,9.19954661318,7.2099953419,3.296020864224595,10
ng_12626252926_2010,ng,12626252926,2010,9.74981773631,5.62240105707,-0.46511545467995036,8
ng_12626252926_2015,ng,12626252926,2015,9.74981773631,5.62240105707,0.15872470459335442,8
ng_13131012604_2010,ng,13131012604,2010,9.61002863215,8.87897461467,2.6959203755389645,8
ng_13131012604_2015,ng,13131012604,2015,9.61002863215,8.87897461467,2.570165765672687,8
ng_13131032874_2010,ng,13131032874,2010,9.12877805025,8.95543491536,-0.5451603324578482,8
ng_13131032874_2015,ng,13131032874,2015,9.12877805025,8.95543491536,-0.986624042687163,8
ng_131310512914_2010,ng,131310512914,2010,9.89311364116,8.86683118559,2.187087598473972,9
ng_131310512914_2015,ng,131310512914,2015,9.89311364116,8.86683118559,1.891172585900126,9
ng_13131071724_2010,ng,13131071724,2010,9.36755145505,9.96841391353,1.8032903295604032,8
ng_13131071724_2015,ng,13131071724,2015,9.36755145505,9.96841391353,1.4445414162813959,8
ng_131310721092_2010,ng,131310721092,2010,9.27522623056,9.80628007393,-0.9009653714240731,6
ng_131310721092_2015,ng,131310721092,2015,9.27522623056,9.80628007393,-0.8776013287556841,6
ng_131310921026_2010,ng,131310921026,2010,9.08325008923,9.87545223454,-0.7838478821520742,5
ng_131310921026_2015,ng,131310921026,2015,9.08325008923,9.87545223454,-0.8162115532086435,5
ng_131311122966_2010,ng,131311122966,2010,9.41770026627,9.07009067276,0.7471463077445435,9
ng_131311122966_2015,ng,131311122966,2015,9.41770026627,9.07009067276,0.47817305472520166,9
ng_13131122350_2010,ng,13131122350,2010,9.05460716739,9.62755412848,-0.8999628774085434,8
ng_13131122350_2015,ng,13131122350,2015,9.05460716739,9.62755412848,-1.5645951563298677,8
ng_13131132332_2010,ng,13131132332,2010,9.3886144547,9.45231354926,-0.5452760023400509,4
ng_13131132332_2015,ng,13131132332,2015,9.3886144547,9.45231354926,-0.8716470663912289,4
ng_13131152680_2010,ng,13131152680,2010,9.64891389659,8.78061607023,1.0691225132563478,8
ng_13131152680_2015,ng,13131152680,2015,9.64891389659,8.78061607023,0.4512709169217464,8
ng_131311621344_2010,ng,131311621344,2010,8.74629167618,9.60817054693,-0.3994696313578898,5
ng_131311621344_2015,ng,131311621344,2015,8.74629167618,9.60817054693,0.2622422800100073,5
ng_13737021972_2010,ng,13737021972,2010,9.14919109044,7.35656503051,3.156904717111982,7
ng_13737021972_2015,ng,13737021972,2015,9.14919109044,7.35656503051,3.4162698921224903,7
ng_13737061156_2010,ng,13737061156,2010,9.08816706561,7.31545378616,1.2470657553213818,9
ng_13737061156_2015,ng,13737061156,2015,9.08816706561,7.31545378616,2.4660782708235836,9
ng_137370614144_2010,ng,137370614144,2010,9.03428622105,7.57818979513,2.7324583537700544,9
ng_137370614144_2015,ng,137370614144,2015,9.03428622105,7.57818979513,3.3449656610858876,9
ng_137370626_2010,ng,137370626,2010,9.09914166639,7.27965069488,0.3638241914835761,9
ng_137370626_2015,ng,137370626,2015,9.09914166639,7.27965069488,1.343809327514423,9
ng_177012606_2010,ng,177012606,2010,6.7904710982,8.21331932541,-0.29097864132322254,9
ng_177012606_2015,ng,177012606,2015,6.7904710982,8.21331932541,0.0912912599526757,9
ng_177022632_2010,ng,177022632,2010,7.94794794807,7.84960063268,-0.24400199474627565,8
ng_177022632_2015,ng,177022632,2015,7.94794794807,7.84960063268,0.26992851839556253,8
ng_1770524186_2010,ng,1770524186,2010,7.26423756267,9.01303946971,0.13015932123900076,7
ng_1770524186_2015,ng,1770524186,2015,7.26423756267,9.01303946971,0.5006612972056316,7
ng_177072560_2010,ng,177072560,2010,7.52350767909,8.46567823069,-1.291348789924323,4
ng_177072560_2015,ng,177072560,2015,7.52350767909,8.46567823069,-1.4644913018551347,4
ng_177082754_2010,ng,177082754,2010,7.51514666615,8.10456074405,-0.4905976054577551,5
ng_177082754_2015,ng,177082754,2015,7.51514666615,8.10456074405,-0.9482386497748182,5
ng_1770921226_2010,ng,1770921226,2010,7.31015034768,9.82258297564,-0.7296161784667029,3
ng_1770921226_2015,ng,1770921226,2015,7.31015034768,9.82258297564,-0.41479317628095413,3
ng_1771022726_2010,ng,1771022726,2010,6.88937141272,8.93042296277,-0.5340267134978276,3
ng_1771022726_2015,ng,1771022726,2015,6.88937141272,8.93042296277,0.10124215589148704,3
ng_177132304_2010,ng,177132304,2010,7.7352051419,8.47753518815,-0.17895140628438583,9
ng_177132304_2015,ng,177132304,2015,7.7352051419,8.47753518815,0.9068416754228373,9
ng_177151294_2010,ng,177151294,2010,7.13124337986,7.67714309718,1.1259937254145487,5
ng_177151294_2015,ng,177151294,2015,7.13124337986,7.67714309718,2.0313290495155627,5
ng_177152780_2010,ng,177152780,2010,7.11120144337,7.74246020701,-0.30565276912769895,5
ng_177152780_2015,ng,177152780,2015,7.11120144337,7.74246020701,0.4309269807317107,5
ng_1771721248_2010,ng,1771721248,2010,6.85052200156,8.44516756605,-0.29471548912184103,5
ng_1771721248_2015,ng,1771721248,2015,6.85052200156,8.44516756605,-0.25164870594554206,5
ng_1771821640_2010,ng,1771821640,2010,7.024700005,7.85588266464,-0.5837686719185894,9
ng_1771821640_2015,ng,1771821640,2015,7.024700005,7.85588266464,0.04727262983189471,9
ng_1771911612_2010,ng,1771911612,2010,7.18153477595,8.12388325776,1.867795682024297,8
ng_1771911612_2015,ng,1771911612,2015,7.18153477595,8.12388325776,2.2878056456354927,8
ng_177222234_2010,ng,177222234,2010,7.18499237084,9.05983389603,0.17392569594539542,6
ng_177222234_2015,ng,177222234,2015,7.18499237084,9.05983389603,0.8532930531526223,6
ng_177222892_2010,ng,177222892,2010,7.13253377255,8.89928429772,-0.5708209073454343,3
ng_177222892_2015,ng,177222892,2015,7.13253377255,8.89928429772,-0.1775088658841718,3
ng_21515032634_2010,ng,21515032634,2010,9.86015744722,11.1997429657,1.36220161935572,8
ng_21515032634_2015,ng,21515032634,2015,9.86015744722,11.1997429657,1.9028225592724048,8
ng_21515061148_2010,ng,21515061148,2010,10.3056619439,11.1688801061,3.1639232515645883,5
ng_21515061148_2015,ng,21515061148,2015,10.3056619439,11.1688801061,2.7401292009344855,5
ng_21515061398_2010,ng,21515061398,2010,10.2960624391,11.1851232783,1.8929149541658672,8
ng_21515061398_2015,ng,21515061398,2015,10.2960624391,11.1851232783,2.0504783891246037,8
ng_21515072458_2010,ng,21515072458,2010,9.76429656454,11.3007085104,1.2030636630567575,6
ng_21515072458_2015,ng,21515072458,2015,9.76429656454,11.3007085104,1.3988266240018936,6
ng_21515102616_2010,ng,21515102616,2010,9.58290889281,11.1869904596,-0.008350860014073397,4
ng_21515102616_2015,ng,21515102616,2015,9.58290889281,11.1869904596,0.48379823909129277,4
ng_22201260_2010,ng,22201260,2010,9.33287881009,11.7819675423,0.5472082147209785,5
ng_22201260_2015,ng,22201260,2015,9.33287881009,11.7819675423,0.007235018891412754,5
ng_2220321224_2010,ng,2220321224,2010,8.30266963237,12.0444336999,-0.6488212442740201,9
ng_2220321224_2015,ng,2220321224,2015,8.30266963237,12.0444336999,-0.6525197187031219,9
ng_222052712_2010,ng,222052712,2010,10.1941516025,12.4560676383,0.10628478145638715,6
ng_222052712_2015,ng,222052712,2015,10.1941516025,12.4560676383,-0.6600097443230618,6
ng_2220721302_2010,ng,2220721302,2010,10.2832908043,12.8870466619,0.4854517575647229,8
ng_2220721302_2015,ng,2220721302,2015,10.2832908043,12.8870466619,0.1337801132626237,8
ng_2220921040_2010,ng,2220921040,2010,9.68199592163,11.8269506538,2.2410908170032826,4
ng_2220921040_2015,ng,2220921040,2015,9.68199592163,11.8269506538,1.4462922799682307,4
ng_2221021300_2010,ng,2221021300,2010,10.7021170344,13.4417466208,0.3727171654322863,5
ng_2221021300_2015,ng,2221021300,2015,10.7021170344,13.4417466208,0.18612589268409652,5
ng_222122956_2010,ng,222122956,2010,8.95937097796,12.1543140636,-0.5086309259749665,6
ng_222122956_2015,ng,222122956,2015,8.95937097796,12.1543140636,-0.7244664006325743,6
ng_222142898_2010,ng,222142898,2010,10.2710717474,13.3077304864,2.678110355240051,7
ng_222142898_2015,ng,222142898,2015,10.2710717474,13.3077304864,2.415766079778782,7
ng_2221518_2010,ng,2221518,2010,10.2686739218,13.2386102614,1.0692854728336934,8
ng_2221518_2015,ng,2221518,2015,10.2686739218,13.2386102614,1.037756476080918,8
ng_2221821592_2010,ng,2221821592,2010,9.6929650288,12.6395843417,-0.7181453860379112,3
ng_2221821592_2015,ng,2221821592,2015,9.6929650288,12.6395843417,-1.0582992134756726,3
ng_22221218_2010,ng,22221218,2010,9.35668119389,12.1731637317,0.017549136460701602,8
ng_22221218_2015,ng,22221218,2015,9.35668119389,12.1731637317,0.35811777739301853,8
ng_23434012526_2010,ng,23434012526,2010,8.82539956842,11.1790836584,-0.31404997510558197,3
ng_23434012526_2015,ng,23434012526,2015,8.82539956842,11.1790836584,-0.6870535945747657,3
ng_23434032198_2010,ng,23434032198,2010,7.74373029764,10.0675409929,2.2549408850838044,7
ng_23434032198_2015,ng,23434032198,2015,7.74373029764,10.0675409929,1.6850591255373413,7
ng_234340521706_2010,ng,234340521706,2010,8.28819697301,10.567237298,0.2565729006200885,4
