lsms_id,country,cluster_id,year,lat,lon,asset_index,n
ug_1050004_2013,ug,1050004,2013,-0.07957100123167038,31.63570785522461,-0.8509232020037973,4
ug_1050012_2005,ug,1050012,2005,-0.3442479968070984,31.571666717529297,0.12683969394531136,6
ug_1050012_2009,ug,1050012,2009,-0.3442479968070984,31.571666717529297,-0.8568119870247339,6
ug_1050012_2013,ug,1050012,2013,-0.3442479968070984,31.571666717529297,0.1599787260176641,6
ug_1050015_2005,ug,1050015,2005,-0.47119998931884766,31.363786697387695,-0.6471786844342559,8
ug_1050015_2009,ug,1050015,2009,-0.47119998931884766,31.363786697387695,-0.4692730146293559,8
ug_1050015_2013,ug,1050015,2013,-0.47119998931884766,31.363786697387695,-0.2952457153500283,8
ug_1050019_2005,ug,1050019,2005,-0.5223860144615173,31.355342864990234,-0.8059530571162212,9
ug_1050019_2009,ug,1050019,2009,-0.5223860144615173,31.355342864990234,-1.0973573661195377,9
ug_1050019_2013,ug,1050019,2013,-0.5223860144615173,31.355342864990234,-0.4519239284852862,9
ug_1050023_2005,ug,1050023,2005,-0.5767819881439209,31.69163703918457,-1.0923993549357398,8
ug_1050023_2009,ug,1050023,2009,-0.5767819881439209,31.69163703918457,-0.7833189681371082,8
ug_1050023_2013,ug,1050023,2013,-0.5767819881439209,31.69163703918457,-0.333296296084411,8
ug_1050030_2005,ug,1050030,2005,9.769999887794256e-4,31.7997989654541,-1.070547978879723,8
ug_1050030_2009,ug,1050030,2009,9.769999887794256e-4,31.7997989654541,-0.9236732109044634,8
ug_1050030_2013,ug,1050030,2013,9.769999887794256e-4,31.7997989654541,-0.30662013835400576,8
ug_1050033_2005,ug,1050033,2005,-0.19768300652503967,31.810291290283203,-0.4099570546309869,8
ug_1050033_2009,ug,1050033,2009,-0.19768300652503967,31.810291290283203,-0.4032733871476134,8
ug_1050033_2013,ug,1050033,2013,-0.19768300652503967,31.810291290283203,-0.11841644700992957,8
ug_1060007_2005,ug,1060007,2005,0.07161000370979309,32.092872619628906,-0.1477065019041825,9
ug_1060007_2009,ug,1060007,2009,0.07161000370979309,32.092872619628906,-0.7935703100721074,9
ug_1060007_2013,ug,1060007,2013,0.07161000370979309,32.092872619628906,0.17390321801088657,9
ug_1070001_2005,ug,1070001,2005,0.5526869893074036,31.38202667236328,1.6038145243157693,3
ug_1070001_2009,ug,1070001,2009,0.5526869893074036,31.38202667236328,1.9582710300271446,3
ug_1070001_2013,ug,1070001,2013,0.5526869893074036,31.38202667236328,1.877399928494209,3
ug_1070002_2005,ug,1070002,2005,0.39071398973464966,32.073822021484375,1.354676340372452,3
ug_1070002_2009,ug,1070002,2009,0.39071398973464966,32.073822021484375,1.6474613713337687,3
ug_1070002_2013,ug,1070002,2013,0.39071398973464966,32.073822021484375,1.6502741674145345,3
ug_1070004_2005,ug,1070004,2005,0.27472299337387085,31.94265365600586,-0.4630020804449315,9
ug_1070004_2009,ug,1070004,2009,0.27472299337387085,31.94265365600586,-0.6767885404550031,9
ug_1070004_2013,ug,1070004,2013,0.27472299337387085,31.94265365600586,0.007884377915634958,9
ug_1070008_2005,ug,1070008,2005,0.2130350023508072,31.05263900756836,-1.3674908418725975,4
ug_1070008_2009,ug,1070008,2009,0.2130350023508072,31.05263900756836,-1.692061858340367,4
ug_1070008_2013,ug,1070008,2013,0.2130350023508072,31.05263900756836,-0.15924584030786382,4
ug_1070016_2005,ug,1070016,2005,0.6307049989700317,31.787723541259766,-0.8312826625197739,10
ug_1070016_2009,ug,1070016,2009,0.6307049989700317,31.787723541259766,-0.9781069428315357,10
ug_1070016_2013,ug,1070016,2013,0.6307049989700317,31.787723541259766,-0.2803736740886024,10
ug_1070023_2005,ug,1070023,2005,0.5867509841918945,31.718156814575195,-0.14458032759688141,8
ug_1070023_2009,ug,1070023,2009,0.5867509841918945,31.718156814575195,-0.34125047802381503,8
ug_1070023_2013,ug,1070023,2013,0.5867509841918945,31.718156814575195,-0.2026713577462363,8
ug_1070027_2005,ug,1070027,2005,0.4026229977607727,32.0810546875,-1.0881103371591885,7
ug_1070027_2009,ug,1070027,2009,0.4026229977607727,32.0810546875,-1.0058494017702244,7
ug_1070027_2013,ug,1070027,2013,0.4026229977607727,32.0810546875,-0.824414270985172,7
ug_1080002_2005,ug,1080002,2005,0.3549549877643585,32.93350601196289,-0.20497379581410916,7
ug_1080002_2009,ug,1080002,2009,0.3549549877643585,32.93350601196289,-0.046143538110357776,7
ug_1080002_2013,ug,1080002,2013,0.3549549877643585,32.93350601196289,0.20994659452792752,7
ug_1080003_2005,ug,1080003,2005,0.41141700744628906,33.1413688659668,0.3850732214385631,5
ug_1080003_2009,ug,1080003,2009,0.41141700744628906,33.1413688659668,0.9517135886707268,5
ug_1080003_2013,ug,1080003,2013,0.41141700744628906,33.1413688659668,1.4525343082807511,5
ug_1080009_2005,ug,1080009,2005,0.36969101428985596,33.18743133544922,-0.7801346904282425,8
ug_1080009_2009,ug,1080009,2009,0.36969101428985596,33.18743133544922,-0.9395418168880416,8
ug_1080009_2013,ug,1080009,2013,0.36969101428985596,33.18743133544922,-0.498125195110147,8
ug_1080013_2005,ug,1080013,2005,0.37626299262046814,33.19101333618164,-1.0103977464597533,9
ug_1080013_2009,ug,1080013,2009,0.37626299262046814,33.19101333618164,-0.9229761166709338,9
ug_1080013_2013,ug,1080013,2013,0.37626299262046814,33.19101333618164,-0.8020353964329582,9
ug_1080016_2005,ug,1080016,2005,0.11219000071287155,33.477962493896484,-1.2450824312629474,7
ug_1080016_2009,ug,1080016,2009,0.11219000071287155,33.477962493896484,-1.4510574070287943,7
ug_1080016_2013,ug,1080016,2013,0.11219000071287155,33.477962493896484,-0.8285495260583448,7
ug_1080020_2005,ug,1080020,2005,0.43574199080467224,32.803733825683594,-0.28228051010260075,7
ug_1080020_2009,ug,1080020,2009,0.43574199080467224,32.803733825683594,-0.9956534031018458,7
ug_1080020_2013,ug,1080020,2013,0.43574199080467224,32.803733825683594,-0.3760392034605387,7
ug_1100001_2005,ug,1100001,2005,-0.6392310261726379,31.529987335205078,0.39667300174134223,5
ug_1100001_2009,ug,1100001,2009,-0.6392310261726379,31.529987335205078,0.03981040167046048,5
ug_1100001_2013,ug,1100001,2013,-0.6392310261726379,31.529987335205078,0.8428805835935781,5
ug_1100005_2005,ug,1100005,2005,-0.8871250152587891,31.711088180541992,-1.0540526517815507,6
ug_1100005_2009,ug,1100005,2009,-0.8871250152587891,31.711088180541992,-0.6411199702762567,6
ug_1100005_2013,ug,1100005,2013,-0.8871250152587891,31.711088180541992,-0.7617729093311879,6
ug_1100007_2005,ug,1100007,2005,-0.5186120271682739,31.19443702697754,-0.5751128623386798,7
ug_1100007_2009,ug,1100007,2009,-0.5186120271682739,31.19443702697754,-0.9673421721460402,7
ug_1100007_2013,ug,1100007,2013,-0.5186120271682739,31.19443702697754,-0.2849492142837564,7
ug_1100009_2005,ug,1100009,2005,-0.5088310241699219,31.33328628540039,-1.0764122016174875,9
ug_1100009_2009,ug,1100009,2009,-0.5088310241699219,31.33328628540039,-1.3212006719397718,9
ug_1100009_2013,ug,1100009,2013,-0.5088310241699219,31.33328628540039,-0.9968942230410955,9
ug_1100012_2005,ug,1100012,2005,-0.5033609867095947,31.616069793701172,0.0660518957562926,5
ug_1100012_2009,ug,1100012,2009,-0.5033609867095947,31.616069793701172,-0.30240084658587485,5
ug_1100012_2013,ug,1100012,2013,-0.5033609867095947,31.616069793701172,-4.8804865519402885e-4,5
ug_1110001_2005,ug,1110001,2005,0.14536699652671814,31.23105812072754,-1.5516576473800063,7
ug_1110001_2009,ug,1110001,2009,0.14536699652671814,31.23105812072754,0.1367455947821784,7
ug_1110001_2013,ug,1110001,2013,0.14536699652671814,31.23105812072754,-0.20320849977004732,7
ug_1110003_2005,ug,1110003,2005,-0.292248010635376,31.478721618652344,-0.6567935882254246,8
ug_1110003_2009,ug,1110003,2009,-0.292248010635376,31.478721618652344,-1.0158318924140286,8
ug_1110003_2013,ug,1110003,2013,-0.292248010635376,31.478721618652344,-0.8492531639737848,8
ug_1120001_2005,ug,1120001,2005,0.7265809774398804,32.91850662231445,0.5495028763831878,4
ug_1120001_2009,ug,1120001,2009,0.7265809774398804,32.91850662231445,0.4020562151060858,4
ug_1120001_2013,ug,1120001,2013,0.7265809774398804,32.91850662231445,0.8157440749996263,4
ug_1120003_2005,ug,1120003,2005,0.8272349834442139,32.844085693359375,-0.9645666458136746,10
ug_1120003_2009,ug,1120003,2009,0.8272349834442139,32.844085693359375,-0.7038140088255602,10
ug_1120003_2013,ug,1120003,2013,0.8272349834442139,32.844085693359375,-0.6704524421898891,10
ug_1120006_2005,ug,1120006,2005,0.7329099774360657,32.95875930786133,-0.32245595602942695,5
ug_1120006_2009,ug,1120006,2009,0.7329099774360657,32.95875930786133,-0.19612925795084343,5
ug_1120006_2013,ug,1120006,2013,0.7329099774360657,32.95875930786133,-0.4421635233513491,5
ug_1130004_2005,ug,1130004,2005,0.3501270115375519,32.669986724853516,0.11737238406435616,5
ug_1130004_2009,ug,1130004,2009,0.3501270115375519,32.669986724853516,0.6880402476501558,5
ug_1130004_2013,ug,1130004,2013,0.3501270115375519,32.669986724853516,0.7622358320414183,5
ug_1130006_2005,ug,1130006,2005,0.375993013381958,32.53587341308594,0.8001380404327562,6
ug_1130006_2009,ug,1130006,2009,0.375993013381958,32.53587341308594,1.605439720184195,6
ug_1130006_2013,ug,1130006,2013,0.375993013381958,32.53587341308594,1.8202562005026532,6
ug_1130007_2005,ug,1130007,2005,0.2618420124053955,32.55675506591797,1.075591751766313,4
ug_1130007_2009,ug,1130007,2009,0.2618420124053955,32.55675506591797,2.2436592897054624,4
ug_1130007_2013,ug,1130007,2013,0.2618420124053955,32.55675506591797,1.707667337212739,4
ug_1130010_2005,ug,1130010,2005,0.039344001561403275,32.54038619995117,-1.7257226311786376,7
ug_1130010_2009,ug,1130010,2009,0.039344001561403275,32.54038619995117,-0.5864066336816004,7
ug_1130010_2013,ug,1130010,2013,0.039344001561403275,32.54038619995117,-1.2015381750178455,7
ug_1130012_2005,ug,1130012,2005,0.2656809985637665,32.46275329589844,2.9387717442723984,3
ug_1130012_2009,ug,1130012,2009,0.2656809985637665,32.46275329589844,3.1688895742572667,3
ug_1130012_2013,ug,1130012,2013,0.2656809985637665,32.46275329589844,2.5442235260233104,3
ug_2010004_2005,ug,2010004,2005,0.4314050078392029,33.81264114379883,-1.074612628982107,9
ug_2010004_2009,ug,2010004,2009,0.4314050078392029,33.81264114379883,-1.0773071627802462,9
ug_2010004_2013,ug,2010004,2013,0.4314050078392029,33.81264114379883,-0.5723264420521749,9
ug_2010006_2005,ug,2010006,2005,0.3135190010070801,33.87063980102539,-1.3809601169498011,8
ug_2010006_2009,ug,2010006,2009,0.3135190010070801,33.87063980102539,-1.3194304178725327,8
ug_2010006_2013,ug,2010006,2013,0.3135190010070801,33.87063980102539,-0.694413482319701,8
ug_2010008_2005,ug,2010008,2005,0.7115979790687561,33.68483352661133,-0.9859049453648385,6
ug_2010008_2009,ug,2010008,2009,0.7115979790687561,33.68483352661133,-1.061722239007588,6
ug_2010008_2013,ug,2010008,2013,0.7115979790687561,33.68483352661133,-0.6776680563763192,6
ug_2010009_2005,ug,2010009,2005,0.10399899631738663,33.7830924987793,-0.9713036957288153,8
ug_2010009_2009,ug,2010009,2009,0.10399899631738663,33.7830924987793,-0.9513331161262799,8
ug_2010009_2013,ug,2010009,2013,0.10399899631738663,33.7830924987793,-0.770122898255935,8
ug_2030001_2005,ug,2030001,2005,0.6159049868583679,33.470054626464844,0.5270329761240065,5
ug_2030001_2009,ug,2030001,2009,0.6159049868583679,33.470054626464844,0.2676085455291196,5
ug_2030001_2013,ug,2030001,2013,0.6159049868583679,33.470054626464844,1.0506051974088604,5
ug_2030004_2005,ug,2030004,2005,0.6236969828605652,33.47414779663086,1.3210725072758724,8
ug_2030004_2009,ug,2030004,2009,0.6236969828605652,33.47414779663086,1.3158074415334127,8
ug_2030004_2013,ug,2030004,2013,0.6236969828605652,33.47414779663086,0.9299909290815966,8
ug_2030018_2005,ug,2030018,2005,0.5728279948234558,33.47402572631836,-1.036375533952752,8
ug_2030018_2009,ug,2030018,2009,0.5728279948234558,33.47402572631836,-0.9165199234564757,8
ug_2030018_2013,ug,2030018,2013,0.5728279948234558,33.47402572631836,-0.466467165816342,8
ug_2030023_2005,ug,2030023,2005,0.674983024597168,33.5198974609375,-1.0549221370621795,4
ug_2030023_2009,ug,2030023,2009,0.674983024597168,33.5198974609375,-0.6861550332469729,4
ug_2030023_2013,ug,2030023,2013,0.674983024597168,33.5198974609375,-0.15542535968019416,4
ug_2030028_2005,ug,2030028,2005,1.016564965248108,33.32797622680664,-1.591460209603414,9
ug_2030028_2009,ug,2030028,2009,1.016564965248108,33.32797622680664,-1.4280876944211875,9
ug_2030028_2013,ug,2030028,2013,1.016564965248108,33.32797622680664,-0.7594947764820376,9
ug_2040006_2005,ug,2040006,2005,0.432437002658844,33.24067687988281,-0.20698489263114178,4
ug_2040006_2009,ug,2040006,2009,0.432437002658844,33.24067687988281,-0.7882683750733854,4
ug_2040006_2013,ug,2040006,2013,0.432437002658844,33.24067687988281,0.4432950258984059,4
ug_2040009_2005,ug,2040009,2005,0.48548799753189087,33.238555908203125,1.0646778848808778,7
ug_2040009_2009,ug,2040009,2009,0.48548799753189087,33.238555908203125,0.9394825524790371,7
ug_2040009_2013,ug,2040009,2013,0.48548799753189087,33.238555908203125,0.9560894764662008,7
ug_2040012_2005,ug,2040012,2005,0.6257629990577698,33.28877258300781,-0.8957578495248159,9
ug_2040012_2009,ug,2040012,2009,0.6257629990577698,33.28877258300781,-0.8182545495533603,9
ug_2040012_2013,ug,2040012,2013,0.6257629990577698,33.28877258300781,-0.5586305403453702,9
ug_2040014_2005,ug,2040014,2005,0.5513190031051636,33.12586212158203,-1.0369526370192192,7
ug_2040014_2009,ug,2040014,2009,0.5513190031051636,33.12586212158203,-1.1699037272679222,7
ug_2040014_2013,ug,2040014,2013,0.5513190031051636,33.12586212158203,-1.104804788169138,7
ug_2040015_2005,ug,2040015,2005,0.5455639958381653,33.09376525878906,-0.5754348569855854,9
ug_2040015_2009,ug,2040015,2009,0.5455639958381653,33.09376525878906,-0.7144002457434677,9
ug_2040015_2013,ug,2040015,2013,0.5455639958381653,33.09376525878906,-0.3318426770416215,9
ug_2050001_2005,ug,2050001,2005,0.9244049787521362,33.13050842285156,-0.3963092755272515,5
ug_2050001_2009,ug,2050001,2009,0.9244049787521362,33.13050842285156,-0.24471230901636878,5
ug_2050001_2013,ug,2050001,2013,0.9244049787521362,33.13050842285156,-0.3334589451323419,5
ug_2050004_2005,ug,2050004,2005,1.209233045578003,33.04792404174805,-1.0468808273754593,7
ug_2050004_2009,ug,2050004,2009,1.209233045578003,33.04792404174805,-0.9242651773897439,7
ug_2050004_2013,ug,2050004,2013,1.209233045578003,33.04792404174805,-0.21791394374148718,7
ug_2050009_2005,ug,2050009,2005,1.232990026473999,33.33122634887695,-1.1081719308223248,9
ug_2050009_2009,ug,2050009,2009,1.232990026473999,33.33122634887695,-1.2421148603623586,9
ug_2050009_2013,ug,2050009,2013,1.232990026473999,33.33122634887695,-0.6395695678496992,9
ug_2050013_2005,ug,2050013,2005,1.0601030588150024,33.010223388671875,-1.1303967749503403,8
ug_2050013_2009,ug,2050013,2009,1.0601030588150024,33.010223388671875,-1.4419184217790288,8
ug_2050013_2013,ug,2050013,2013,1.0601030588150024,33.010223388671875,-0.7820465696787285,8
ug_2050022_2005,ug,2050022,2005,1.0357780456542969,33.38786315917969,-0.9271828796160468,6
ug_2050022_2009,ug,2050022,2009,1.0357780456542969,33.38786315917969,-1.3214114637634007,6
ug_2050022_2013,ug,2050022,2013,1.0357780456542969,33.38786315917969,-1.1567236566286454,6
ug_2070006_2005,ug,2070006,2005,1.6636890172958374,33.96788787841797,-1.3134873421651676,8
ug_2070006_2009,ug,2070006,2009,1.6636890172958374,33.96788787841797,-0.9905415323659488,8
ug_2070006_2013,ug,2070006,2013,1.6636890172958374,33.96788787841797,-0.8253674564806338,8
ug_2080001_2005,ug,2080001,2005,1.4759960174560547,33.91716766357422,1.6660317998894896,4
ug_2080001_2009,ug,2080001,2009,1.4759960174560547,33.91716766357422,1.969547063449467,4
ug_2080001_2013,ug,2080001,2013,1.4759960174560547,33.91716766357422,2.12300762844852,4
ug_2080003_2005,ug,2080003,2005,1.1997159719467163,34.158424377441406,-1.6074308752042026,8
ug_2080003_2009,ug,2080003,2009,1.1997159719467163,34.158424377441406,-0.9472930013118172,8
ug_2080003_2013,ug,2080003,2013,1.1997159719467163,34.158424377441406,-0.46884679411241215,8
ug_2080005_2005,ug,2080005,2005,1.3721400499343872,33.90796661376953,-1.1163508890767244,7
ug_2080005_2009,ug,2080005,2009,1.3721400499343872,33.90796661376953,-1.190784880528004,7
ug_2080005_2013,ug,2080005,2013,1.3721400499343872,33.90796661376953,-0.5820419645041508,7
ug_2080007_2005,ug,2080007,2005,1.5315840244293213,34.050113677978516,-1.9672586887103367,9
ug_2080007_2009,ug,2080007,2009,1.5315840244293213,34.050113677978516,-1.9316838958270193,9
ug_2080007_2013,ug,2080007,2013,1.5315840244293213,34.050113677978516,-1.5053136024030318,9
ug_2090011_2005,ug,2090011,2005,0.8253170251846313,34.27238464355469,-1.2713060830811045,10
ug_2090011_2009,ug,2090011,2009,0.8253170251846313,34.27238464355469,-1.3665300839200631,10
ug_2090011_2013,ug,2090011,2013,0.8253170251846313,34.27238464355469,-1.2848503987570303,10
ug_2090014_2005,ug,2090014,2005,0.8027080297470093,34.30964660644531,-1.497195752823708,6
ug_2090014_2009,ug,2090014,2009,0.8027080297470093,34.30964660644531,-1.7184874200763778,6
ug_2090014_2013,ug,2090014,2013,0.8027080297470093,34.30964660644531,-1.2152105986140835,6
ug_2090018_2005,ug,2090018,2005,0.8838210105895996,34.384117126464844,-1.1260851146060444,9
ug_2090018_2009,ug,2090018,2009,0.8838210105895996,34.384117126464844,-1.203689176752729,9
ug_2090018_2013,ug,2090018,2013,0.8838210105895996,34.384117126464844,-0.9648497526648737,9
ug_2090022_2005,ug,2090022,2005,0.8086889982223511,34.33626937866211,-0.6717740137269629,10
ug_2090022_2009,ug,2090022,2009,0.8086889982223511,34.33626937866211,-0.5498875933736994,10
ug_2090022_2013,ug,2090022,2013,0.8086889982223511,34.33626937866211,-0.7271656704715816,10
ug_2090029_2005,ug,2090029,2005,0.8695430159568787,34.38126754760742,-1.007819047737575,8
ug_2090029_2009,ug,2090029,2009,0.8695430159568787,34.38126754760742,-1.4534955143394008,8
ug_2090029_2013,ug,2090029,2013,0.8695430159568787,34.38126754760742,-0.5389894159471034,8
ug_2090037_2005,ug,2090037,2005,1.054034948348999,34.37062072753906,-0.9500540074622543,8
ug_2090037_2009,ug,2090037,2009,1.054034948348999,34.37062072753906,-1.181945331007664,8
ug_2090037_2013,ug,2090037,2013,1.054034948348999,34.37062072753906,-0.7091653925573678,8
ug_2100007_2005,ug,2100007,2005,1.2608000040054321,33.797054290771484,-1.2060057793351244,7
ug_2100007_2009,ug,2100007,2009,1.2608000040054321,33.797054290771484,-1.2397718071196073,7
ug_2100007_2013,ug,2100007,2013,1.2608000040054321,33.797054290771484,-0.9267494236946311,7
ug_2110004_2005,ug,2110004,2005,1.5614739656448364,33.306297302246094,-1.1275746501720194,10
ug_2110004_2009,ug,2110004,2009,1.5614739656448364,33.306297302246094,-1.2400014707519595,10
ug_2110004_2013,ug,2110004,2013,1.5614739656448364,33.306297302246094,-1.0704402745592587,10
ug_2110006_2005,ug,2110006,2005,1.5257710218429565,33.550384521484375,-0.7453906394351912,6
ug_2110006_2009,ug,2110006,2009,1.5257710218429565,33.550384521484375,-0.7489891622076457,6
ug_2110006_2013,ug,2110006,2013,1.5257710218429565,33.550384521484375,-0.9298958885965788,6
ug_2110007_2005,ug,2110007,2005,1.7409579753875732,33.58333969116211,-1.5054845911244703,9
ug_2110007_2009,ug,2110007,2009,1.7409579753875732,33.58333969116211,-1.038920420512718,9
ug_2110007_2013,ug,2110007,2013,1.7409579753875732,33.58333969116211,-0.8835142696911734,9
ug_2110009_2005,ug,2110009,2005,1.7004139423370361,33.68852233886719,-1.3677147178469502,9
ug_2110009_2009,ug,2110009,2009,1.7004139423370361,33.68852233886719,-1.329227836234636,9
ug_2110009_2013,ug,2110009,2013,1.7004139423370361,33.68852233886719,-0.6309217691781851,9
ug_2120003_2005,ug,2120003,2005,0.7111179828643799,34.17363739013672,-0.45499954721484015,3
ug_2120003_2009,ug,2120003,2009,0.7111179828643799,34.17363739013672,-0.7196708920663044,3
ug_2120003_2013,ug,2120003,2013,0.7111179828643799,34.17363739013672,-0.4553244979170647,3
ug_2120006_2005,ug,2120006,2005,1.0185229778289795,34.07294845581055,-1.1323272104840938,7
ug_2120006_2009,ug,2120006,2009,1.0185229778289795,34.07294845581055,-1.3314006816931736,7
ug_2120006_2013,ug,2120006,2013,1.0185229778289795,34.07294845581055,-0.81892497188209,7
ug_2120008_2005,ug,2120008,2005,0.8194289803504944,34.09407424926758,-0.8425222820387713,8
ug_2120008_2009,ug,2120008,2009,0.8194289803504944,34.09407424926758,-0.9225844607328604,8
ug_2120008_2013,ug,2120008,2013,0.8194289803504944,34.09407424926758,-0.6161398625525601,8
ug_2120011_2005,ug,2120011,2005,0.6961349844932556,34.00296401977539,-0.8078991004224633,8
ug_2120011_2009,ug,2120011,2009,0.6961349844932556,34.00296401977539,-1.1900325376808882,8
ug_2120011_2013,ug,2120011,2013,0.6961349844932556,34.00296401977539,-0.9104995035477232,8
ug_2120013_2005,ug,2120013,2005,0.6962419748306274,34.1093864440918,-1.3669749553438595,6
ug_2120013_2009,ug,2120013,2009,0.6962419748306274,34.1093864440918,-1.1187673996902392,6
ug_2120013_2013,ug,2120013,2013,0.6962419748306274,34.1093864440918,-1.1327655573566817,6
ug_2140002_2005,ug,2140002,2005,0.5132240056991577,33.41770935058594,-1.0446831112112691,7
ug_2140002_2009,ug,2140002,2009,0.5132240056991577,33.41770935058594,-0.7881609677623034,7
ug_2140002_2013,ug,2140002,2013,0.5132240056991577,33.41770935058594,-0.6946813047551039,7
ug_2140003_2005,ug,2140003,2005,0.42370301485061646,33.6121711730957,-0.9217795371729975,5
ug_2140003_2009,ug,2140003,2009,0.42370301485061646,33.6121711730957,-0.9164401892417899,5
ug_2140003_2013,ug,2140003,2013,0.42370301485061646,33.6121711730957,-0.7896220122465657,5
ug_2150001_2005,ug,2150001,2005,1.2457380294799805,34.263572692871094,-0.5123656454945703,6
ug_2150001_2009,ug,2150001,2009,1.2457380294799805,34.263572692871094,-0.7122209913407588,6
ug_2150001_2013,ug,2150001,2013,1.2457380294799805,34.263572692871094,0.1399680556042767,6
ug_2150002_2005,ug,2150002,2005,1.2184239625930786,34.27043151855469,-0.5455484023616834,7
ug_2150002_2009,ug,2150002,2009,1.2184239625930786,34.27043151855469,-0.9003738052478056,7
ug_2150002_2013,ug,2150002,2013,1.2184239625930786,34.27043151855469,-0.34343632254788836,7
ug_2150004_2005,ug,2150004,2005,1.1516549587249756,34.26158905029297,-0.40971066639712095,8
ug_2150004_2009,ug,2150004,2009,1.1516549587249756,34.26158905029297,-1.0024591272410448,8
ug_2150004_2013,ug,2150004,2013,1.1516549587249756,34.26158905029297,-0.27118283918921093,8
ug_2150006_2005,ug,2150006,2005,1.2760980129241943,34.37190628051758,-0.7535018210247176,5
ug_2150006_2009,ug,2150006,2009,1.2760980129241943,34.37190628051758,-1.0909373167097027,5
ug_2150006_2013,ug,2150006,2013,1.2760980129241943,34.37190628051758,-1.0320264659246037,5
ug_3020002_2005,ug,3020002,2005,1.9787139892578125,32.52962112426758,1.1004405734267364,3
ug_3020002_2009,ug,3020002,2009,1.9787139892578125,32.52962112426758,1.5190012025557662,3
ug_3020002_2013,ug,3020002,2013,1.9787139892578125,32.52962112426758,0.7234994274332305,3
ug_3020003_2005,ug,3020003,2005,2.4307329654693604,32.74663162231445,-1.4272381325255985,10
ug_3020003_2009,ug,3020003,2009,2.4307329654693604,32.74663162231445,-1.361378504859845,10
ug_3020003_2013,ug,3020003,2013,2.4307329654693604,32.74663162231445,-1.0513156654359759,10
ug_3020005_2005,ug,3020005,2005,2.429460048675537,32.890602111816406,-1.507867579409967,10
ug_3020005_2009,ug,3020005,2009,2.429460048675537,32.890602111816406,-1.197300555391327,10
ug_3020005_2013,ug,3020005,2013,2.429460048675537,32.890602111816406,-1.105990850102676,10
ug_3020008_2005,ug,3020008,2005,2.4246010780334473,32.85169219970703,-1.3830035964453733,8
ug_3020008_2009,ug,3020008,2009,2.4246010780334473,32.85169219970703,-1.7322158450953073,8
ug_3020008_2013,ug,3020008,2013,2.4246010780334473,32.85169219970703,-1.1603575798845618,8
ug_3020016_2005,ug,3020016,2005,1.8348339796066284,32.38417434692383,-1.2426431107540956,8
ug_3020016_2009,ug,3020016,2009,1.8348339796066284,32.38417434692383,-1.0266177992016638,8
ug_3020016_2013,ug,3020016,2013,1.8348339796066284,32.38417434692383,-0.8391616874224628,8
ug_3020021_2005,ug,3020021,2005,2.3525009155273438,32.2547607421875,-1.2010678136575637,10
ug_3020021_2009,ug,3020021,2009,2.3525009155273438,32.2547607421875,-1.4007452480268194,10
ug_3020021_2013,ug,3020021,2013,2.3525009155273438,32.2547607421875,-1.1227406137725182,10
ug_3020023_2005,ug,3020023,2005,2.3648579120635986,32.603275299072266,-1.283228315683801,6
ug_3020023_2009,ug,3020023,2009,2.3648579120635986,32.603275299072266,-1.637315463711141,6
ug_3020023_2013,ug,3020023,2013,2.3648579120635986,32.603275299072266,-1.1944853787596739,6
ug_3020028_2005,ug,3020028,2005,2.297935962677002,32.45083236694336,-0.9795322516860171,5
ug_3020028_2009,ug,3020028,2009,2.297935962677002,32.45083236694336,-1.7772298965301243,5
ug_3020028_2013,ug,3020028,2013,2.297935962677002,32.45083236694336,-1.1398491205100543,5
ug_3020030_2005,ug,3020030,2005,2.152029037475586,32.52992248535156,-1.1625239776218594,10
ug_3020030_2009,ug,3020030,2009,2.152029037475586,32.52992248535156,-1.0340352939748276,10
ug_3020030_2013,ug,3020030,2013,2.152029037475586,32.52992248535156,-1.0871733482373611,10
ug_3020035_2005,ug,3020035,2005,1.9053349494934082,32.37199783325195,-0.625782744183107,7
ug_3020035_2009,ug,3020035,2009,1.9053349494934082,32.37199783325195,-1.313935200320612,7
ug_3020035_2013,ug,3020035,2013,1.9053349494934082,32.37199783325195,-0.9203577572965969,7
ug_3030005_2005,ug,3030005,2005,3.4031178951263428,30.961437225341797,-0.27644961011330677,4
ug_3030005_2009,ug,3030005,2009,3.4031178951263428,30.961437225341797,-0.9777844254111726,4
ug_3030005_2013,ug,3030005,2013,3.4031178951263428,30.961437225341797,-0.5086040374331452,4
ug_3030006_2005,ug,3030006,2005,3.0922930240631104,30.889102935791016,-0.9553233413218308,8
ug_3030006_2009,ug,3030006,2009,3.0922930240631104,30.889102935791016,-1.5146082735404052,8
ug_3030006_2013,ug,3030006,2013,3.0922930240631104,30.889102935791016,-1.2310441398404923,8
ug_3030009_2005,ug,3030009,2005,3.0657129287719727,30.941221237182617,-1.0204281730325142,3
ug_3030009_2009,ug,3030009,2009,3.0657129287719727,30.941221237182617,-0.7778919865343382,3
ug_3030009_2013,ug,3030009,2013,3.0657129287719727,30.941221237182617,-0.8076265849209372,3
ug_3030012_2005,ug,3030012,2005,3.442528009414673,30.945655822753906,-1.4702377864097431,9
ug_3030012_2009,ug,3030012,2009,3.442528009414673,30.945655822753906,-1.2156391928177994,9
ug_3030012_2013,ug,3030012,2013,3.442528009414673,30.945655822753906,-0.9376804456815758,9
